srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,dscp,firstTime,flast,blast,class
192.168.56.1,51391,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,298,78,1,27,298,85,354,354,354,354,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318781,1276319135,1276319107,attack
192.168.56.1,51392,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,354,354,354,354,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318781,1276319135,1276319108,attack
192.168.56.1,51393,75.127.97.72,80,6,18,12142,9,1636,52,674,1500,689,52,181,628,253,9,20,299,72,9,41,299,104,354,354,354,354,0,0,0,0,0,18,12142,9,1636,3,1,0,0,944,484,0,1276318781,1276319135,1276319110,attack
192.168.56.1,51394,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,299,76,1,27,299,85,354,354,354,354,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318781,1276319135,1276319109,attack
192.168.56.1,51395,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,299,76,1,27,299,85,354,354,354,354,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318781,1276319135,1276319109,attack
192.168.56.1,51396,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,300,76,1,27,300,85,354,354,354,354,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318781,1276319135,1276319110,attack
192.168.56.1,51397,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,300,76,1,27,300,85,354,354,354,354,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318781,1276319135,1276319110,attack
192.168.56.1,51398,75.127.97.72,80,6,17,4158,13,1836,52,244,1500,480,52,141,628,216,1,22,299,74,1,27,299,85,354,354,354,354,0,0,0,0,0,17,4158,13,1836,1,1,0,0,908,684,0,1276318781,1276319135,1276319111,attack
192.168.56.1,51399,75.127.97.72,80,6,17,4158,13,1836,52,244,1500,480,52,141,628,216,1,22,299,74,1,27,299,85,354,354,354,354,0,0,0,0,0,17,4158,13,1836,1,1,0,0,908,684,0,1276318781,1276319135,1276319111,attack
192.168.56.1,51400,75.127.97.72,80,6,17,4158,13,1836,52,244,1500,480,52,141,628,216,1,22,299,74,1,27,299,85,354,354,354,354,0,0,0,0,0,17,4158,13,1836,1,1,0,0,908,684,0,1276318781,1276319135,1276319111,attack
192.168.56.1,51401,75.127.97.72,80,6,17,4158,13,1836,52,244,1500,480,52,141,628,216,1,22,299,74,1,27,299,85,354,354,354,354,0,0,0,0,0,17,4158,13,1836,1,1,0,0,908,684,0,1276318781,1276319135,1276319111,attack
192.168.56.1,51402,75.127.97.72,80,6,17,4158,13,1836,52,244,1500,480,52,141,628,216,1,22,300,74,1,27,300,85,354,354,354,354,0,0,0,0,0,17,4158,13,1836,1,1,0,0,908,684,0,1276318781,1276319135,1276319112,attack
192.168.56.1,51403,75.127.97.72,80,6,17,4158,13,1836,52,244,1500,480,52,141,628,216,1,22,300,74,1,27,300,85,354,354,354,354,0,0,0,0,0,17,4158,13,1836,1,1,0,0,908,684,0,1276318781,1276319135,1276319112,attack
192.168.56.1,51404,75.127.97.72,80,6,17,4158,13,1836,52,244,1500,480,52,141,628,216,1,22,300,74,1,27,300,85,354,354,354,354,0,0,0,0,0,17,4158,13,1836,1,1,0,0,908,684,0,1276318781,1276319135,1276319112,attack
192.168.56.1,51405,75.127.97.72,80,6,17,8502,10,1692,52,500,1500,670,52,169,628,241,3,22,299,74,3,37,299,98,354,354,354,354,0,0,0,0,0,17,8502,10,1692,1,1,0,0,908,540,0,1276318781,1276319135,1276319120,attack
192.168.56.1,51415,75.127.97.72,80,6,17,9194,10,1680,52,540,1500,651,52,168,628,242,2,22,300,74,2,36,300,98,353,353,353,353,0,0,0,0,0,17,9194,10,1680,3,1,0,0,892,528,0,1276318782,1276319135,1276319110,attack
192.168.56.1,51432,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,298,78,1,27,298,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319108,attack
192.168.56.1,51433,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,298,78,1,27,298,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319108,attack
192.168.56.1,51434,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,298,78,1,27,298,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319108,attack
192.168.56.1,51435,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,298,78,1,27,298,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319108,attack
192.168.56.1,51436,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,298,78,1,27,298,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319108,attack
192.168.56.1,51437,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319109,attack
192.168.56.1,51438,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319109,attack
192.168.56.1,51439,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319110,attack
192.168.56.1,51440,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319109,attack
192.168.56.1,51441,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319109,attack
192.168.56.1,51442,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319109,attack
192.168.56.1,51443,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319110,attack
192.168.56.1,51444,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319110,attack
192.168.56.1,51445,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319110,attack
192.168.56.1,51446,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,353,353,353,353,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318782,1276319135,1276319110,attack
192.168.56.1,51448,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,299,76,1,27,299,85,353,353,353,353,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318782,1276319135,1276319110,attack
192.168.56.1,51449,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,300,76,1,27,300,85,353,353,353,353,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318782,1276319135,1276319111,attack
192.168.56.1,51450,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,300,76,1,27,300,85,353,353,353,353,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318782,1276319135,1276319111,attack
192.168.56.1,51451,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,300,76,1,27,300,85,353,353,353,353,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318782,1276319135,1276319111,attack
192.168.56.1,51482,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51483,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319111,attack
192.168.56.1,51484,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319111,attack
192.168.56.1,51485,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51486,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51487,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51488,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51489,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51490,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51491,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51492,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51493,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51494,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51495,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319110,attack
192.168.56.1,51496,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319111,attack
192.168.56.1,51497,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319111,attack
192.168.56.1,51498,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,352,352,352,352,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318783,1276319135,1276319111,attack
192.168.56.1,51500,75.127.97.72,80,6,17,9194,10,1680,52,540,1500,651,52,168,628,242,2,22,299,74,2,36,299,98,352,352,352,352,0,0,0,0,0,17,9194,10,1680,3,1,0,0,892,528,0,1276318783,1276319135,1276319111,attack
192.168.56.1,51501,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,300,76,1,27,300,85,352,352,352,352,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318783,1276319135,1276319112,attack
192.168.56.1,51502,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,300,76,1,27,300,85,352,352,352,352,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318783,1276319135,1276319112,attack
192.168.56.1,51503,75.127.97.72,80,6,16,4098,13,1836,52,256,1500,493,52,141,628,216,1,23,300,76,1,27,300,85,352,352,352,352,0,0,0,0,0,16,4098,13,1836,1,1,0,0,848,684,0,1276318783,1276319135,1276319112,attack
192.168.56.1,51532,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51533,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51534,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51535,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319112,attack
192.168.56.1,51536,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319112,attack
192.168.56.1,51537,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51538,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51539,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51540,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51541,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51542,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51543,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51544,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51545,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51546,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51547,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319111,attack
192.168.56.1,51548,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319112,attack
192.168.56.1,51549,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319112,attack
192.168.56.1,51550,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319112,attack
192.168.56.1,51551,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,300,79,1,27,300,85,351,351,351,351,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318784,1276319135,1276319112,attack
192.168.56.1,51552,75.127.97.72,80,6,17,9194,10,1680,52,540,1500,651,52,168,628,242,2,21,299,74,2,36,299,98,351,351,351,351,0,0,0,0,0,17,9194,10,1680,3,1,0,0,892,528,0,1276318784,1276319135,1276319112,attack
192.168.56.1,51583,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319112,attack
192.168.56.1,51584,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319112,attack
192.168.56.1,51585,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319112,attack
192.168.56.1,51586,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319112,attack
192.168.56.1,51587,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319112,attack
192.168.56.1,51588,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319113,attack
192.168.56.1,51589,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319113,attack
192.168.56.1,51590,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319112,attack
192.168.56.1,51591,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319112,attack
192.168.56.1,51592,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319112,attack
192.168.56.1,51593,75.127.97.72,80,6,15,4038,13,1836,52,269,1500,507,52,141,628,216,1,25,299,79,1,27,299,85,350,350,350,350,0,0,0,0,0,15,4038,13,1836,1,1,0,0,788,684,0,1276318785,1276319135,1276319112,attack
192.168.2.107,2513,192.168.5.122,110,6,8,367,15,752,40,45,55,5,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,367,15,752,4,10,0,0,328,616,0,1276319137,1276319137,1276319137,normal
192.168.1.101,4345,192.168.5.122,110,6,8,367,15,752,40,45,55,5,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,367,15,752,4,10,0,0,328,616,0,1276319139,1276319139,1276319139,normal
192.168.2.110,1895,66.208.80.53,80,6,22,968,37,45282,40,44,120,17,40,1223,1420,462,1,0,1,0,1,0,7,1,10,10,10,10,0,0,0,0,0,22,968,37,45282,1,2,0,0,888,1488,0,1276319143,1276319146,1276319153,normal
192.168.4.121,51817,65.54.81.78,80,6,8,878,8,6824,40,109,586,192,40,853,1500,723,4,2,16,5,4,0,4,1,20,20,20,20,0,0,0,0,0,8,878,8,6824,1,1,0,0,332,332,0,1276319135,1276319155,1276319139,normal
192.168.4.119,4589,216.137.33.146,80,6,6,340,4,1600,40,56,132,37,40,400,1472,714,0,20,100,44,100,33,100,57,100,100,100,100,0,0,0,0,0,6,340,4,1600,1,1,0,0,248,168,0,1276319065,1276319165,1276319165,normal
192.168.4.121,51818,65.54.81.121,80,6,6,848,4,339,40,141,636,242,40,84,207,81,4,3,11,4,4,1,4,2,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276319150,1276319165,1276319154,normal
192.168.4.119,4592,216.137.33.97,80,6,6,355,5,1979,40,59,147,43,40,395,1500,631,0,20,100,44,100,25,100,50,100,100,100,100,0,0,0,0,0,6,355,5,1979,1,1,0,0,248,208,0,1276319065,1276319165,1276319165,normal
192.168.4.119,4590,72.246.31.72,80,6,16,1196,13,11067,40,74,147,46,40,851,1500,677,0,6,100,25,100,8,100,28,101,101,101,101,0,0,0,0,0,16,1196,13,11067,6,6,0,0,648,528,0,1276319065,1276319166,1276319166,normal
192.168.4.119,4591,216.137.33.128,80,6,22,2272,23,19888,40,103,236,61,40,864,1500,639,0,4,100,21,100,4,100,21,101,101,101,101,0,0,0,0,0,22,2272,23,19888,12,12,0,0,888,928,0,1276319065,1276319166,1276319166,normal
192.168.4.119,4587,204.13.161.71,443,6,41,3071,56,72144,40,74,203,49,40,1288,1500,426,0,2,100,15,100,1,100,13,104,104,104,104,0,0,0,0,0,41,3071,56,72144,14,17,0,0,1648,2244,0,1276319063,1276319167,1276319167,normal
192.168.4.119,4586,204.13.161.71,443,6,34,2020,53,69814,40,59,194,42,40,1317,1500,425,0,3,102,17,103,2,103,14,104,104,104,104,0,0,0,0,0,34,2020,53,69814,6,16,0,0,1368,2124,0,1276319063,1276319167,1276319167,normal
192.168.2.110,1892,69.192.17.110,443,6,8,593,8,5217,40,74,203,62,40,652,1500,711,0,14,100,37,100,14,100,37,100,100,100,100,0,0,0,0,0,8,593,8,5217,2,3,0,0,328,328,0,1276319071,1276319171,1276319171,normal
192.168.2.110,1890,173.222.140.32,80,6,164,8149,282,401543,40,49,148,29,40,1423,1500,281,0,0,100,7,100,0,100,5,103,103,103,103,0,0,0,0,0,164,8149,282,401543,16,26,0,0,6568,11288,0,1276319069,1276319172,1276319172,normal
192.168.4.121,51819,65.54.81.165,80,6,6,848,4,340,40,141,636,242,40,85,208,82,4,3,11,4,4,1,4,2,15,15,15,15,0,0,0,0,0,6,848,4,340,1,1,0,0,252,172,0,1276319165,1276319180,1276319169,normal
192.168.2.112,1086,192.168.2.113,139,6,11,1429,10,1119,40,129,304,88,40,111,327,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1429,10,1119,8,8,0,0,448,408,0,1276319180,1276319180,1276319180,normal
192.168.1.104,16304,192.168.5.122,80,6,20,1649,47,44804,40,82,252,55,40,953,1500,552,5,5,95,21,95,2,95,14,100,100,100,100,0,0,0,0,0,20,1649,47,44804,9,20,0,0,808,1896,0,1276319082,1276319182,1276319182,normal
192.168.1.104,16305,192.168.5.122,80,6,20,1649,47,44804,40,82,252,55,40,953,1500,552,5,5,95,21,95,2,95,14,100,100,100,100,0,0,0,0,0,20,1649,47,44804,9,20,0,0,808,1896,0,1276319082,1276319182,1276319182,normal
192.168.2.112,1087,192.168.5.122,110,6,8,369,15,752,40,46,56,6,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,369,15,752,4,10,0,0,328,616,0,1276319184,1276319184,1276319184,normal
192.168.4.121,51820,65.54.81.121,80,6,6,848,4,339,40,141,636,242,40,84,207,81,4,3,11,4,4,1,4,2,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276319180,1276319195,1276319184,normal
192.168.5.122,57287,64.12.90.98,25,6,7,378,5,374,52,54,60,3,52,74,121,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,378,5,374,1,2,0,0,372,268,0,1276319201,1276319201,1276319201,normal
192.168.5.122,32989,205.188.146.193,25,6,7,378,5,374,52,54,60,3,52,74,121,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,378,5,374,1,2,0,0,372,268,0,1276319201,1276319201,1276319201,normal
